Domain,Question,,,,,,,,,,,,Answer
System Administration,What are the different types of RAID?,The common RAID levels are RAID 0 (striping), RAID 1 (mirroring), RAID 5 (striping with parity), and RAID 10 (striping and mirroring).,,,,,,,,The common RAID levels are RAID 0 (striping)  RAID 1 (mirroring)  RAID 5 (striping with parity)  and RAID 10 (striping and mirroring).
System Administration,What is LVM in Linux?,LVM (Logical Volume Manager) is a disk management system that allows for the creation of flexible, dynamic storage volumes that can span multiple physical devices.,,,,,,,,,,LVM (Logical Volume Manager) is a disk management system that allows for the creation of flexible  dynamic storage volumes that can span multiple physical devices.
System Administration,What is a DNS server?,A DNS server translates human-readable domain names into IP addresses, allowing clients to access resources using names rather than numeric IP addresses.,,,,,,,,,,A DNS server translates human-readable domain names into IP addresses  allowing clients to access resources using names rather than numeric IP addresses.
System Administration,What is DHCP?,DHCP (Dynamic Host Configuration Protocol) is a network protocol used to automatically assign IP addresses and other network configuration details to devices on a network.,,,,,,,,,,,DHCP (Dynamic Host Configuration Protocol) is a network protocol used to automatically assign IP addresses and other network configuration details to devices on a network.
System Administration,What is SELinux?,SELinux (Security-Enhanced Linux) is a set of kernel-level security policies that control access to resources in a Linux system, helping to mitigate risks from malicious activity.,,,,,,,,,,SELinux (Security-Enhanced Linux) is a set of kernel-level security policies that control access to resources in a Linux system  helping to mitigate risks from malicious activity.
System Administration,What is a load balancer?,A load balancer is a device or software that distributes incoming network traffic across multiple servers to ensure optimal resource usage, reduce response time, and avoid overload.,,,,,,,,,A load balancer is a device or software that distributes incoming network traffic across multiple servers to ensure optimal resource usage  reduce response time  and avoid overload.
System Administration,What is a VPN?,A VPN (Virtual Private Network) is a technology that creates a secure connection between a client and a server over the internet, providing privacy and encryption.,,,,,,,,,,A VPN (Virtual Private Network) is a technology that creates a secure connection between a client and a server over the internet  providing privacy and encryption.
System Administration,What is the difference between TCP and UDP?,TCP (Transmission Control Protocol) is connection-oriented, reliable, and ensures data integrity, while UDP (User Datagram Protocol) is connectionless and faster but does not guarantee reliability.,,,,,,,,TCP (Transmission Control Protocol) is connection-oriented  reliable  and ensures data integrity  while UDP (User Datagram Protocol) is connectionless and faster but does not guarantee reliability.
System Administration,What is a package manager?,A package manager is a tool used to automate the process of installing, upgrading, configuring, and removing software packages in an operating system.,,,,,,,,A package manager is a tool used to automate the process of installing  upgrading  configuring  and removing software packages in an operating system.
System Administration,What is a backup strategy in system administration?,A backup strategy involves regularly backing up system files, configurations, and user data to prevent data loss due to hardware failure, accidental deletion, or disasters.,,,,,,,A backup strategy involves regularly backing up system files  configurations  and user data to prevent data loss due to hardware failure  accidental deletion  or disasters.
System Administration,What is RAID 0?,RAID 0 (striping) splits data into blocks and distributes them across multiple disks to improve performance, but it does not provide redundancy or fault tolerance.,,,,,,,,,,RAID 0 (striping) splits data into blocks and distributes them across multiple disks to improve performance  but it does not provide redundancy or fault tolerance.
System Administration,What is RAID 1?,RAID 1 (mirroring) duplicates data across two or more drives, providing redundancy. If one drive fails, the data is still available from the other drive.,,,,,,,,,RAID 1 (mirroring) duplicates data across two or more drives  providing redundancy. If one drive fails  the data is still available from the other drive.
System Administration,What is a system image?,A system image is a complete backup of an operating system, applications, and data that can be restored to recreate the system in its original state.,,,,,,,,,A system image is a complete backup of an operating system  applications  and data that can be restored to recreate the system in its original state.
System Administration,What is the difference between a hot backup and a cold backup?,A hot backup is performed while the system is running, whereas a cold backup is done when the system is offline, typically during maintenance or shutdown.,,,,,,,,,A hot backup is performed while the system is running  whereas a cold backup is done when the system is offline  typically during maintenance or shutdown.
System Administration,What is a bootloader?,A bootloader is a program that loads the operating system into memory when the system is powered on or rebooted, enabling the system to start.,,,,,,,,,,A bootloader is a program that loads the operating system into memory when the system is powered on or rebooted  enabling the system to start.
System Administration,What is a file system?,A file system is a method for organizing and storing files on a storage device, defining how data is stored and accessed on the device.,,,,,,,,,,A file system is a method for organizing and storing files on a storage device  defining how data is stored and accessed on the device.
System Administration,What is the `chown` command in Linux?,The `chown` command in Linux is used to change the owner and group of a file or directory.,,,,,,,,,,,The `chown` command in Linux is used to change the owner and group of a file or directory.
System Administration,What is `chmod` in Linux?,`chmod` (change mode) is a command used to change the permissions of a file or directory, controlling who can read, write, or execute it.,,,,,,,,`chmod` (change mode) is a command used to change the permissions of a file or directory  controlling who can read  write  or execute it.
System Administration,What is a proxy server?,A proxy server is an intermediary server that sits between a client and a destination server, filtering traffic, providing anonymity, or improving performance through caching.,,,,,,,,A proxy server is an intermediary server that sits between a client and a destination server  filtering traffic  providing anonymity  or improving performance through caching.
System Administration,What is a system update?,A system update is the process of installing the latest patches, security updates, and software updates to maintain the system’s functionality and security.,,,,,,,,,A system update is the process of installing the latest patches  security updates  and software updates to maintain the system’s functionality and security.
System Administration,What is virtualization in system administration?,Virtualization is the creation of virtual,,,,,,,,,,,Virtualization is the creation of virtual
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
