Domain,Question,,,,,,,,,,,,Answer
Front-End Development,What are media queries in CSS?,Media queries in CSS allow different styles to be applied depending on the characteristics of the device, such as screen size, resolution, or orientation.,,,,,,,,Media queries in CSS allow different styles to be applied depending on the characteristics of the device  such as screen size  resolution  or orientation.
Front-End Development,What is the purpose of the `alt` attribute in HTML?,The `alt` attribute in HTML provides alternative text for an image, which is displayed if the image cannot be loaded or for accessibility purposes (screen readers).,,,,,,,,,,The `alt` attribute in HTML provides alternative text for an image  which is displayed if the image cannot be loaded or for accessibility purposes (screen readers).
Front-End Development,What is the difference between `==` and `===` in JavaScript?,In JavaScript, `==` compares values for equality with type coercion, while `===` compares both the value and the type, ensuring they are strictly equal.,,,,,,,,In JavaScript  `==` compares values for equality with type coercion  while `===` compares both the value and the type  ensuring they are strictly equal.
Front-End Development,What is event delegation in JavaScript?,Event delegation is a technique where a single event listener is attached to a parent element, and events are handled for child elements through the event propagation mechanism.,,,,,,,,,,Event delegation is a technique where a single event listener is attached to a parent element  and events are handled for child elements through the event propagation mechanism.
Front-End Development,What is the purpose of `localStorage` and `sessionStorage`?,`localStorage` stores data persistently across sessions, while `sessionStorage` stores data for the duration of a single session (until the browser or tab is closed).,,,,,,,,,,`localStorage` stores data persistently across sessions  while `sessionStorage` stores data for the duration of a single session (until the browser or tab is closed).
Front-End Development,What is AJAX?,AJAX (Asynchronous JavaScript and XML) is a technique that allows web pages to load data asynchronously without reloading the entire page, improving the user experience.,,,,,,,,,,AJAX (Asynchronous JavaScript and XML) is a technique that allows web pages to load data asynchronously without reloading the entire page  improving the user experience.
Front-End Development,What is the difference between `null` and `undefined` in JavaScript?,`null` is an explicit assignment to indicate no value, while `undefined` represents a variable that has been declared but not yet assigned a value.,,,,,,,,,,`null` is an explicit assignment to indicate no value  while `undefined` represents a variable that has been declared but not yet assigned a value.
Front-End Development,What is a JavaScript promise?,A JavaScript promise is an object representing the eventual completion (or failure) of an asynchronous operation and its resulting value.,,,,,,,,,,,A JavaScript promise is an object representing the eventual completion (or failure) of an asynchronous operation and its resulting value.
Front-End Development,What is the purpose of the `this` keyword in JavaScript?,In JavaScript, `this` refers to the context or object that a function is operating on, allowing dynamic access to properties or methods of that object.,,,,,,,,,In JavaScript  `this` refers to the context or object that a function is operating on  allowing dynamic access to properties or methods of that object.
Front-End Development,"What is the difference between `var`, `let` and `const` in JavaScript?",,,`var` is function-scoped, `let` is block-scoped, and `const` is also block-scoped but creates a constant binding that cannot be reassigned.,,,,,,, `var` is function-scoped  `let` is block-scoped  and `const` is also block-scoped but creates a constant binding that cannot be reassigned.
Front-End Development,What is a CSS preprocessor?,A CSS preprocessor, like Sass or LESS, extends CSS by adding features like variables, mixins, and functions, making the stylesheets more maintainable and modular.,,,,,,A CSS preprocessor  like Sass or LESS  extends CSS by adding features like variables  mixins  and functions  making the stylesheets more maintainable and modular.
Front-End Development,What is a single-page application (SPA)?,A single-page application (SPA) loads a single HTML page and dynamically updates the content as the user interacts with the app, without reloading the page.,,,,,,,,,,A single-page application (SPA) loads a single HTML page and dynamically updates the content as the user interacts with the app  without reloading the page.
Front-End Development,What is React?,React is a JavaScript library used for building user interfaces, especially single-page applications, by creating reusable UI components.,,,,,,,,,React is a JavaScript library used for building user interfaces  especially single-page applications  by creating reusable UI components.
Front-End Development,What are React components?,React components are reusable building blocks that define how a UI should appear. Components can be functional or class-based, and they manage their own state and render UI based on props.,,,,,,,,,,React components are reusable building blocks that define how a UI should appear. Components can be functional or class-based  and they manage their own state and render UI based on props.
Front-End Development,What is the virtual DOM in React?,The virtual DOM is a lightweight copy of the actual DOM used by React to improve performance. Changes are first made to the virtual DOM, and then efficiently reflected in the actual DOM.,,,,,,,,,,The virtual DOM is a lightweight copy of the actual DOM used by React to improve performance. Changes are first made to the virtual DOM  and then efficiently reflected in the actual DOM.
Front-End Development,What is JSX?,JSX (JavaScript XML) is a syntax extension for JavaScript, allowing developers to write HTML-like code within JavaScript. It is used with React to define components and elements.,,,,,,,,,,JSX (JavaScript XML) is a syntax extension for JavaScript  allowing developers to write HTML-like code within JavaScript. It is used with React to define components and elements.
Front-End Development,What are React hooks?,React hooks are functions that allow developers to use state and other React features in functional components, without needing class components.,,,,,,,,,,React hooks are functions that allow developers to use state and other React features in functional components  without needing class components.
Front-End Development,What is the `useState` hook?,`useState` is a React hook that allows functional components to have state variables. It provides a way to update and retrieve the state within the component.,,,,,,,,,,,`useState` is a React hook that allows functional components to have state variables. It provides a way to update and retrieve the state within the component.
Front-End Development,What is Redux?,Redux is a state management library for JavaScript applications, commonly used with React, that helps manage and centralize the application’s state in a predictable way.,,,,,,,,,Redux is a state management library for JavaScript applications  commonly used with React  that helps manage and centralize the application’s state in a predictable way.
Front-End Development,What is the purpose of Webpack?,Webpack is a module bundler for JavaScript applications that bundles JavaScript files, images, styles, and other assets into optimized files for the browser.,,,,,,,,Webpack is a module bundler for JavaScript applications that bundles JavaScript files  images  styles  and other assets into optimized files for the browser.
Front-End Development,What is Babel?,Babel is a JavaScript compiler that allows developers to write modern JavaScript (ES6+) code, which is then converted into backward-compatible code for older browsers.,,,,,,,,,,Babel is a JavaScript compiler that allows developers to write modern JavaScript (ES6+) code  which is then converted into backward-compatible code for older browsers.
Front-End Development,What is TypeScript?,TypeScript is a superset of JavaScript that adds optional static typing, making it easier to manage large codebases and catch errors at compile-time.,,,,,,,,,,TypeScript is a superset of JavaScript that adds optional static typing  making it easier to manage large codebases and catch errors at compile-time.
Front-End Development,What is the difference between `display: none` and `visibility: hidden` in CSS?,`display: none` completely removes an element from the layout, while `visibility: hidden` hides the element but still occupies space in the layout.,,,,,,,,,,`display: none` completely removes an element from the layout  while `visibility: hidden` hides the element but still occupies space in the layout.
Front-End Development,What is a CSS transition?,A CSS transition allows for smooth changes in property values over a specified duration, making it easier to create animations for elements like color, size, or position.,,,,,,,,A CSS transition allows for smooth changes in property values over a specified duration  making it easier to create animations for elements like color  size  or position.
Front-End Development,What is the purpose of the `z-index` property in CSS?,The `z-index` property controls the stacking order of elements on the page. Higher `z-index` values place elements on top of those with lower values.,,,,,,,,,,,The `z-index` property controls the stacking order of elements on the page. Higher `z-index` values place elements on top of those with lower values.
Front-End Development,What is the purpose of the `box-sizing` property in CSS?,The `box-sizing` property controls how the total width and height of an element are calculated. `box-sizing: border-box` includes padding and borders in the element's total size.,,,,,,,,,,,The `box-sizing` property controls how the total width and height of an element are calculated. `box-sizing: border-box` includes padding and borders in the element's total size.
Front-End Development,What is a mobile-first approach in web design?,A mobile-first approach focuses on designing the web application for mobile devices first and then scaling up for larger screens, ensuring optimal performance on mobile.,,,,,,,,,,A mobile-first approach focuses on designing the web application for mobile devices first and then scaling up for larger screens  ensuring optimal performance on mobile.
Front-End Development,What is a Progressive Web App (PWA)?,A Progressive Web App is a web application that uses modern web capabilities to offer an app-like experience with features like offline access, push notifications, and fast loading.,,,,,,,,,A Progressive Web App is a web application that uses modern web capabilities to offer an app-like experience with features like offline access  push notifications  and fast loading.
Front-End Development,What are service workers in PWAs?,Service workers are JavaScript scripts that run in the background of a Progressive Web App, enabling offline functionality and caching of assets for faster load times.,,,,,,,,,,Service workers are JavaScript scripts that run in the background of a Progressive Web App  enabling offline functionality and caching of assets for faster load times.
Front-End Development,What is a CSS framework?,A CSS framework is a pre-prepared library of styles and design patterns that help developers build responsive, clean, and visually consistent web pages more quickly. Examples include Bootstrap and Tailwind CSS.,,,,,,,,,A CSS framework is a pre-prepared library of styles and design patterns that help developers build responsive  clean  and visually consistent web pages more quickly. Examples include Bootstrap and Tailwind CSS.
Front-End Development,What is the purpose of the `:hover` pseudo-class in CSS?,The `:hover` pseudo-class is used to apply styles to an element when the user hovers the mouse pointer over it, typically used for interactive elements like buttons and links.,,,,,,,,,,The `:hover` pseudo-class is used to apply styles to an element when the user hovers the mouse pointer over it  typically used for interactive elements like buttons and links.
Front-End Development,What is an API?,An API (Application Programming Interface) is a set of rules and protocols that allows different software applications to communicate with each other.,,,,,,,,,,,An API (Application Programming Interface) is a set of rules and protocols that allows different software applications to communicate with each other.
Front-End Development,What is the Fetch API?,The Fetch API is a modern JavaScript API for making HTTP requests asynchronously, replacing older methods like XMLHttpRequest.,,,,,,,,,,The Fetch API is a modern JavaScript API for making HTTP requests asynchronously  replacing older methods like XMLHttpRequest.
Front-End Development,What is a cookie in web development?,A cookie is a small piece of data stored in the browser that is used to remember information about the user, such as login sessions or preferences.,,,,,,,,,,A cookie is a small piece of data stored in the browser that is used to remember information about the user  such as login sessions or preferences.
Front-End Development,What is CORS (Cross-Origin Resource Sharing)?,CORS is a security feature that restricts how resources on a web page can be requested from another domain, helping to prevent cross-site request forgery (CSRF) attacks.,,,,,,,,,,CORS is a security feature that restricts how resources on a web page can be requested from another domain  helping to prevent cross-site request forgery (CSRF) attacks.
Front-End Development,What is the purpose of `async` and `await` in JavaScript?,`async` and `await` are used to handle asynchronous code in JavaScript. `async` makes a function return a promise, while `await` pauses the execution of the function until the promise is resolved.,,,,,,,,,,`async` and `await` are used to handle asynchronous code in JavaScript. `async` makes a function return a promise  while `await` pauses the execution of the function until the promise is resolved.
Front-End Development,What are web fonts?,Web fonts are fonts that are not installed on the user's device but are loaded from external servers (e.g., Google Fonts) to ensure consistent typography across devices.,,,,,,,,,,Web fonts are fonts that are not installed on the user's device but are loaded from external servers (e.g.  Google Fonts) to ensure consistent typography across devices.
Front-End Development,What is the purpose of the `defer` and `async` attributes in script tags?,The `defer` attribute ensures that the script is executed after the HTML document is parsed, while `async` allows the script to be executed asynchronously, without blocking the rendering of the page.,,,,,,,,,The `defer` attribute ensures that the script is executed after the HTML document is parsed  while `async` allows the script to be executed asynchronously  without blocking the rendering of the page.
